Hudson Hawk (1991);Action|Adventure|Comedy;NoTags
Invasion of the Body Snatchers (1978);Horror|Mystery|Sci-Fi|Thriller;NoTags
Kindergarten Cop (1990);Action|Comedy|Crime|Thriller;NoTags
King Ralph (1991);Comedy;NoTags
Last Boy Scout, The (1991);Action|Comedy|Crime|Drama|Thriller;NoTags
Last Tango in Paris (Ultimo tango a Parigi) (1972);Drama|Romance;NoTags
Lorenzo's Oil (1992);Drama;NoTags
Lover, The (Amant, L') (1992);Drama|Romance;NoTags
Mr. Destiny (1990);Comedy|Fantasy;NoTags
Night of the Hunter, The (1955);Drama|Film-Noir|Thriller;good and evil
Only the Lonely (1991);Comedy|Romance;NoTags
Over the Top (1987);Action|Drama;NoTags
Passenger 57 (1992);Action|Thriller;NoTags
Presumed Innocent (1990);Crime|Drama|Thriller;court|Scott Turow
Project X (1987);Comedy|Drama;NoTags
Proof (1991);Comedy|Drama|Romance;Notable Nudity
Battle Royale (Batoru rowaiaru) (2000);Action|Drama|Horror|Thriller;based on a book|bloody|brutal|controversial|dystopia|goretastic|satire|social commentary|survival|violence
Wedding Banquet, The (Xi yan) (1993);Comedy|Drama|Romance;In Netflix queue
Salo, or The 120 Days of Sodom (Salò o le 120 giornate di Sodoma) (1976);Drama;bleak|confrontational|disturbing|harsh|haunting|inhumane|thought-provoking
Midnight Clear, A (1992);Drama|War;In Netflix queue
Summer School (1987);Comedy;NoTags
Silverado (1985);Action|Western;NoTags
Quick Change (1990);Comedy|Crime;NoTags
Radio Flyer (1992);Drama;NoTags
Real McCoy, The (1993);Action|Crime|Drama|Thriller;NoTags
Revenge (1990);Drama|Romance|Thriller;NoTags
Secret of My Succe$s, The (a.k.a. The Secret of My Success) (1987);Comedy|Romance;NoTags
Show Me Love (Fucking Åmål) (1998);Drama|Romance;NoTags
Teen Wolf (1985);Comedy|Fantasy;NoTags
High Heels (Tacones lejanos) (1991);Comedy|Drama;NoTags
Things You Can Tell Just by Looking at Her (2000);Drama|Romance;NoTags
To Live and Die in L.A. (1985);Action|Crime|Drama|Thriller;NoTags
Trapped in Paradise (1994);Comedy|Crime;NoTags
Wild at Heart (1990);Crime|Drama|Mystery|Romance|Thriller;NoTags
Witches, The (1990);Children|Fantasy;NoTags
Witches of Eastwick, The (1987);Comedy|Fantasy|Horror|Thriller;NoTags
Year of the Dragon (1985);Action|Crime|Drama;NoTags
Nothing to Lose (1997);Action|Adventure|Comedy|Crime;NoTags
Flying Down to Rio (1933);Comedy|Musical|Romance;Astaire and Rogers
Follow the Fleet (1936);Comedy|Musical|Romance;Astaire and Rogers
What's New, Pussycat (1965);Comedy;NoTags
Mary of Scotland (1936);Drama;NoTags
Roberta (1935);Comedy|Musical|Romance;Astaire and Rogers
Little Women (1949);Drama;NoTags
Swing Time (1936);Comedy|Musical|Romance;Astaire and Rogers
Public Enemy, The (1931);Action|Crime|Drama;NoTags
Midsummer Night's Dream, A (1935);Comedy|Fantasy|Romance;NoTags
Life with Father (1947);Comedy;NoTags
National Velvet (1944);Children|Drama;horses
Jesus Christ Superstar (1973);Drama|Musical;NoTags
Dark Victory (1939);Drama|Romance;terminal illness
Birdman of Alcatraz (1962);Drama;birds|prison
Aguirre: The Wrath of God (Aguirre, der Zorn Gottes) (1972);Adventure|Drama;NoTags
Beauty and the Beast (La belle et la bête) (1946);Drama|Fantasy;NoTags
Birth of a Nation, The (1915);Drama|War;NoTags
Juliet of the Spirits (Giulietta degli spiriti) (1965);Comedy|Drama|Fantasy|Romance;NoTags
Macbeth (a.k.a. Tragedy of Macbeth, The) (1971);Drama;In Netflix queue|Shakespeare
Red River (1948);Action|Adventure|Western;cattle drive
Woman Under the Influence, A (1974);Drama;In Netflix queue
Stagecoach (1939);Action|Drama|Romance|Western;NoTags
Shot in the Dark, A (1964);Comedy|Crime|Mystery;Clousseau
Navigator, The (1924);Comedy;NoTags
Court Jester, The (1956);Adventure|Comedy|Musical;NoTags
Bullitt (1968);Action|Crime|Drama|Thriller;NoTags
Jezebel (1938);Drama;Bette Davis|Oscar (Best Actress)
Hunchback of Notre Dame, The (1939);Drama;disability
42nd Street (1933);Drama|Musical|Romance;NoTags
That Touch of Mink (1962);Comedy|Romance;NoTags
Sweet Dreams (1985);Drama;NoTags
Play It Again, Sam (1972);Comedy|Romance;NoTags
Send Me No Flowers (1964);Comedy|Romance;NoTags
Pygmalion (1938);Comedy|Drama;George Bernard Shaw
Passage to India, A (1984);Adventure|Drama;E.M. Forster
Black Orpheus (Orfeu Negro) (1959);Drama|Romance;In Netflix queue
Amarcord (1973);Comedy|Drama;NoTags
Hero (Ying xiong) (2002);Action|Adventure|Drama;martial arts
Horse Feathers (1932);Comedy;Marx brothers
Anna Karenina (1935);Drama|Romance;NoTags
Front Page, The (1974);Comedy;NoTags
Rivers and Tides (2001);Documentary;NoTags
Nausicaä of the Valley of the Wind (Kaze no tani no Naushika) (1984);Adventure|Animation|Drama|Fantasy|Sci-Fi;NoTags
Doc Hollywood (1991);Comedy|Romance;NoTags
Dragnet (1987);Comedy|Crime|Drama;NoTags
Madhouse (1990);Comedy;NoTags
1941 (1979);Comedy|War;NoTags
Foul Play (1978);Comedy|Thriller;NoTags
Crime Story (Zhong an zu) (1993);Action|Crime|Drama;NoTags
Beyond the Clouds (Al di là delle nuvole) (1996);Drama|Romance;NoTags
Collector, The (1965);Drama|Horror|Thriller;NoTags
Deep Red (Profondo rosso) (1975);Horror|Mystery|Thriller;NoTags
Diabolique (Les diaboliques) (1955);Horror|Mystery|Thriller;NoTags
Leprechaun (1993);Comedy|Horror;NoTags
Wings of Honneamise (Ôritsu uchûgun Oneamisu no tsubasa) (1987);Animation|Drama|Sci-Fi|War;NoTags
Adam's Rib (1949);Comedy|Romance;Hepburn and Tracy
King of Hearts (1966);Comedy|Drama|War;NoTags
Naked Lunch (1991);Drama|Fantasy|Mystery|Sci-Fi;NoTags
Grass (1999);Documentary;NoTags
Spring Forward (1999);Drama;NoTags
Run (1991);Action|Drama|Thriller;NoTags
Summer Place, A (1959);Drama;NoTags
Night at the Opera, A (1935);Comedy|Musical|Romance;Marx brothers|opera
Element of Crime, The (Forbrydelsens Element) (1984);Drama|Thriller;NoTags
Cooler, The (2003);Comedy|Drama|Romance;NoTags
In America (2002);Drama|Romance;immigrants
My Flesh and Blood (2003);Documentary;In Netflix queue
Honey (2003);Drama|Romance;NoTags
Last Samurai, The (2003);Action|Adventure|Drama|War;NoTags
Big Fish (2003);Drama|Fantasy|Romance;dreamlike|sentimental|surreal|Tim Burton
Something's Gotta Give (2003);Comedy|Drama|Romance;NoTags
Stuck on You (2003);Comedy;NoTags
Girl with a Pearl Earring (2003);Drama|Romance;NoTags
Lord of the Rings: The Return of the King, The (2003);Action|Adventure|Drama|Fantasy;Adventure|ensemble cast|fantasy|fantasy world|great soundtrack|lord of the rings|scenic|stylized|Tolkien|Tolkein
Mona Lisa Smile (2003);Drama|Romance;NoTags
Calendar Girls (2003);Comedy;NoTags
Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The (2003);Documentary|War;Vietnam
House of Sand and Fog (2003);Drama;real estate
Monster (2003);Crime|Drama;serial killer
Cheaper by the Dozen (2003);Children|Comedy;NoTags
Cold Mountain (2003);Drama|Romance|War;Civil War
Paycheck (2003);Action|Sci-Fi|Thriller;NoTags
Peter Pan (2003);Action|Adventure|Children|Fantasy;NoTags
Company, The (2003);Drama|Musical;NoTags
Japanese Story (2003);Drama;NoTags
Chasing Liberty (2004);Comedy|Romance;NoTags
Aileen: Life and Death of a Serial Killer (2003);Documentary;NoTags
Along Came Polly (2004);Comedy|Romance;NoTags
Torque (2004);Action|Crime;NoTags
Crimson Gold (Talaye sorgh) (2003);Drama;NoTags
Osama (2003);Drama;NoTags
Great Gatsby, The (1974);Drama;NoTags
Wuthering Heights (1992);Drama|Romance;NoTags
Ship of Fools (1965);Drama;NoTags
This Property is Condemned (1966);Drama|Romance;NoTags
Jane Eyre (1970);Drama;Charlotte Bronte
Blame It on the Bellboy (1992);Comedy;NoTags
Only the Strong (1993);Action;NoTags
Adventures of Ford Fairlane, The (1990);Action|Comedy;NoTags
Beyond Re-Animator (2003);Horror;NoTags
Wind and the Lion, The (1975);Adventure;NoTags
Mon Oncle (My Uncle) (1958);Comedy;NoTags
Dr. Jekyll and Mr. Hyde (1941);Drama|Horror;NoTags
M. Hulot’s Holiday (Mr. Hulot's Holiday) (Vacances de Monsieur Hulot, Les) (1953);Comedy;NoTags
People Will Talk (1951);Comedy|Romance;NoTags
I Was a Male War Bride (1949);Comedy|Romance;cross dressing|men in drag
To Have and Have Not (1944);Adventure|Drama|Romance|Thriller|War;NoTags
High Sierra (1941);Crime|Drama|Film-Noir|Thriller;NoTags
Dark Passage (1947);Crime|Drama|Film-Noir|Romance|Thriller;amnesia
Ox-Bow Incident, The (1943);Drama|Western;In Netflix queue
They Drive by Night (1940);Drama;truckers
Reefer Madness (a.k.a. Tell Your Children) (1938);Comedy|Drama;NoTags
D.O.A. (1950);Drama|Film-Noir|Mystery;NoTags
Pumping Iron (1977);Documentary;NoTags
Cool World (1992);Animation|Comedy|Fantasy;NoTags
Strada, La (1954);Drama;circus
Ichi the Killer (Koroshiya 1) (2001);Action|Comedy|Crime|Drama|Horror|Thriller;NoTags
Boy and His Dog, A (1975);Sci-Fi;NoTags
Ashes and Diamonds (Popiól i diament) (1958);Drama|War;NoTags
Intolerance: Love's Struggle Throughout the Ages (1916);Drama;NoTags
Tormented (1960);Horror|Thriller;NoTags
Chitty Chitty Bang Bang (1968);Adventure|Children|Comedy|Fantasy|Musical;NoTags
Suriyothai (a.k.a. Legend of Suriyothai, The) (2001);Action|Adventure|Drama|War;NoTags
Where the Day Takes You (1992);Drama;NoTags
The Butterfly Effect (2004);Drama|Sci-Fi|Thriller;alternate reality|sci-fi|science fiction|time travel
Win a Date with Tad Hamilton! (2004);Comedy|Romance;NoTags
Touching the Void (2003);Adventure|Documentary;mountain climbing
Big Bounce, The (2004);Comedy|Crime|Thriller;NoTags
Perfect Score, The (2004);Comedy|Crime;NoTags
You Got Served (2004);Drama|Musical;NoTags
Latter Days (2003);Comedy|Drama|Romance;NoTags
Barbershop 2: Back in Business (2004);Comedy;NoTags
Catch That Kid (2004);Action|Adventure|Children|Comedy|Crime;NoTags
Miracle (2004);Drama;NoTags
An Amazing Couple (2002);Comedy|Romance;NoTags
Dreamers, The (2003);Drama;NoTags
Lost Skeleton of Cadavra, The (2002);Comedy|Horror|Sci-Fi;NoTags
Hip Hop Witch, Da (2000);Comedy|Horror|Thriller;NoTags
Thirteen (2003);Drama;adolescence
Best Defense (1984);Comedy|War;NoTags
50 First Dates (2004);Comedy|Romance;NoTags
Welcome to Mooseport (2004);Comedy;NoTags
Kitchen Stories (Salmer fra kjøkkenet) (2003);Comedy|Drama;NoTags
Monsieur Ibrahim (Monsieur Ibrahim et les fleurs du Coran) (2003);Drama;NoTags
Diary of a Country Priest (Journal d'un curé de campagne) (1951);Drama;priest|religion
Thief of Bagdad, The (1924);Action|Adventure|Fantasy;NoTags
The Diary of Anne Frank (1959);Drama|War;NoTags
Allegro non troppo (1977);Animation|Comedy|Fantasy|Musical;NoTags
Black Widow (1987);Crime|Drama|Mystery|Thriller;NoTags
Herod's Law (Ley de Herodes, La) (2000);Comedy|Crime|Mystery;NoTags
Flesh & Blood (1985);Action|Adventure|Drama|War;NoTags
King Solomon's Mines (1985);Adventure|Comedy;NoTags
Raw Deal (1986);Action;NoTags
Goodbye, Mr. Chips (1939);Drama|Romance;NoTags
Follow Me, Boys! (1966);Comedy|Drama;NoTags
Against the Ropes (2004);Comedy|Drama;NoTags
Confessions of a Teenage Drama Queen (2004);Comedy;NoTags
EuroTrip (2004);Adventure|Comedy;NoTags
Passion of the Christ, The (2004);Drama;religion
Club Dread (2004);Comedy|Horror;NoTags
Dirty Dancing: Havana Nights (2004);Romance;NoTags
Twisted (2004);Thriller;NoTags
Good bye, Lenin! (2003);Comedy|Drama;Cold War
Hidalgo (2004);Adventure|Drama;NoTags
Starsky & Hutch (2004);Action|Comedy|Crime|Thriller;NoTags
Reckoning, The (2004);Crime|Drama;NoTags
Persona (1966);Drama;NoTags
Passion of Anna, The (Passion, En) (1969);Drama;NoTags
Corbeau, Le (Raven, The) (1943);Crime|Drama|Thriller;NoTags
Pickup on South Street (1953);Film-Noir;NoTags
Damned, The (La Caduta degli dei) (1969);Drama|War;NoTags
Just One of the Guys (1985);Comedy;NoTags
Wrong Arm of the Law, The (1963);Comedy|Crime;NoTags
Agent Cody Banks 2: Destination London (2004);Action|Adventure|Children|Comedy;NoTags
Girl Next Door, The (2004);Comedy|Romance;NoTags
Secret Window (2004);Mystery|Thriller;NoTags
Spartan (2004);Thriller;NoTags
Broken Wings (Knafayim Shvurot) (2002);Drama;NoTags
Wilbur Wants to Kill Himself (2002);Comedy|Drama|Romance;NoTags
Mad Dog and Glory (1993);Comedy|Drama|Romance;NoTags
Peyton Place (1957);Drama|Romance;NoTags
Dawn of the Dead (2004);Action|Drama|Horror|Thriller;NoTags
Eternal Sunshine of the Spotless Mind (2004);Drama|Romance|Sci-Fi;alternate reality|memory|thought-provoking|jim carrey|memory|cult film|imagination|Jim Carrey|love|surreal|arthouse|artistic|atmospheric|beautiful|bittersweet|colourful|comedy|dreamlike|emotional|feel-good|happpiness|humane|insightful|intelligent|lovely|melancholy|mind-bending|philosophy|quirky|quirky romantic|romantic|surreal|surrealism|thought-provoking
Taking Lives (2004);Crime|Drama|Thriller;NoTags
Intermission (2003);Comedy|Crime|Drama;NoTags
Jersey Girl (2004);Comedy|Drama|Romance;NoTags
Ladykillers, The (2004);Comedy|Crime;NoTags
Never Die Alone (2004);Crime|Drama|Thriller;NoTags
Scooby-Doo 2: Monsters Unleashed (2004);Action|Adventure|Children|Comedy|Mystery;NoTags
Dogville (2003);Drama|Mystery|Thriller;Grace
Ned Kelly (2003);Drama;NoTags
Hellboy (2004);Action|Adventure|Fantasy|Horror;NoTags
Prince & Me, The (2004);Comedy|Romance;NoTags
Walking Tall (2004);Action;NoTags
United States of Leland, The (2003);Crime|Drama;NoTags
The Alamo (2004);Drama|War|Western;NoTags
Ella Enchanted (2004);Comedy|Fantasy|Romance;NoTags
Whole Ten Yards, The (2004);Action|Comedy|Crime;NoTags
I'm Not Scared (Io non ho paura) (2003);Drama|Mystery|Thriller;adolescence|crime|for katie
Ten Commandments, The (1956);Adventure|Drama;NoTags
Dawn of the Dead (1978);Action|Drama|Horror;NoTags
Prey for Rock & Roll (2003);Drama|Musical;NoTags
Those Magnificent Men in Their Flying Machines (1965);Action|Adventure|Comedy;NoTags
Cheaper by the Dozen (1950);Comedy|Drama;NoTags
Scenes From a Marriage (Scener ur ett äktenskap) (1973);Drama;NoTags
Munchies (1987);Comedy|Horror;NoTags
Going in Style (1979);Comedy|Drama;NoTags
After Hours (1985);Comedy|Thriller;NoTags
Kill Bill: Vol. 2 (2004);Action|Drama|Thriller;revenge
Punisher, The (2004);Action|Crime|Thriller;comic book
Paper Clips (2004);Documentary;Holocaust
This So-Called Disaster (2003);Documentary;NoTags
13 Going on 30 (2004);Comedy|Fantasy|Romance;Mark Ruffalo
Man on Fire (2004);Action|Crime|Drama|Mystery|Thriller;NoTags
Envy (2004);Comedy;NoTags
Godsend (2004);Drama|Horror|Thriller;NoTags
Laws of Attraction (2004);Comedy|Romance;NoTags
Mean Girls (2004);Comedy;clever|High School|lesbian subtext|High School
Van Helsing (2004);Action|Adventure|Fantasy|Horror;NoTags
Mudge Boy, The (2003);Drama;NoTags
Breakin' All the Rules (2004);Comedy|Romance;NoTags
Troy (2004);Action|Adventure|Drama|War;NoTags
Carandiru (2003);Crime|Drama;NoTags
Coffee and Cigarettes (2003);Comedy|Drama;NoTags
Eye See You (D-Tox) (2002);Horror|Thriller;NoTags
Watch on the Rhine (1943);Drama;World War II
Enemy Mine (1985);Adventure|Drama|Sci-Fi;NoTags
Enter the Dragon (1973);Action|Crime;NoTags
Happy Together (a.k.a. Buenos Aires Affair) (Chun gwong cha sit) (1997);Drama|Romance;NoTags
Henry & June (1990);Drama;NoTags
Martin (1977);Drama|Horror;NoTags
Three Faces of Eve, The (1957);Drama;multiple personalities
100 Girls (2000);Comedy|Romance;NoTags
Fail-Safe (1964);Drama|Thriller|War;NoTags
Paperhouse (1988);Fantasy|Horror|Thriller;NoTags
Dobermann (1997);Action|Crime;NoTags
Kwaidan (Kaidan) (1964);Horror;NoTags
28 Up (1985);Documentary;NoTags
You Only Live Twice (1967);Action|Adventure|Sci-Fi|Thriller;NoTags
Octopussy (1983);Action|Adventure|Thriller;NoTags
Wit (2001);Drama;cancer
Never Say Never Again (1983);Action|Adventure|Thriller;NoTags
Pride and Prejudice (1940);Comedy|Drama|Romance;NoTags
Fountainhead, The (1949);Drama;NoTags
Woman of the Year (1942);Comedy|Romance;Hepburn and Tracy|marriage
Samouraï, Le (Godson, The) (1967);Crime|Drama|Thriller;NoTags
Oklahoma! (1955);Musical|Romance|Western;Rogers and Hammerstein
Desert Hearts (1985);Drama;NoTags
Body Double (1984);Mystery|Thriller;NoTags
Chaplin (1992);Drama;biopic|In Netflix queue
Miracle Worker, The (1962);Drama;blindness|deaf
Monster in a Box (1992);Comedy|Drama;NoTags
School Ties (1992);Drama;NoTags
Raising Cain (1992);Horror|Thriller;NoTags
Rose Red (2002);Horror|Mystery|Thriller;Stephen King
Noises Off... (1992);Comedy;NoTags
Babylon 5: In the Beginning (1998);Adventure|Sci-Fi;space station
Witchfinder General (Conquerer Worm, The) (1968);Horror;NoTags
Versus (2000);Action|Comedy|Fantasy|Horror;NoTags
Pride and Prejudice (1995);Drama|Romance;NoTags
China Syndrome, The (1979);Drama|Thriller;NoTags
Wages of Fear, The (Salaire de la peur, Le) (1953);Action|Adventure|Drama|Thriller;In Netflix queue
Look Who's Talking Too (1990);Comedy|Romance;NoTags
Bells of St. Mary's, The (1945);Drama;NoTags
Delta Force, The (1986);Action;NoTags
Pat and Mike (1952);Comedy|Romance;Hepburn and Tracy|sports
Animal Crackers (1930);Comedy|Musical;NoTags
He Said, She Said (1991);Comedy|Drama|Romance;NoTags
Bedazzled (1967);Comedy|Fantasy;NoTags
Cat People (1942);Drama|Horror|Romance|Thriller;sexuality
Camelot (1967);Drama|Musical|Romance;King Arthur
Lonely Guy, The (1984);Comedy;NoTags
Four Musketeers, The (1974);Action|Adventure|Comedy|Romance;NoTags
Protocol (1984);Comedy;NoTags
Postman Always Rings Twice, The (1946);Crime|Drama|Film-Noir|Thriller;adultery
Matinee (1993);Comedy|Drama;NoTags
Baxter (1989);Drama|Horror;NoTags
Explorers (1985);Adventure|Children|Sci-Fi;NoTags
Scent of Green Papaya, The (Mùi du du xhan - L'odeur de la papaye verte) (1993);Drama;NoTags
Pierrot le fou (1965);Crime|Drama;In Netflix queue
Weekend (a.k.a. Le Week-end) (Week End) (1967);Drama;NoTags
Tuesdays with Morrie (1999);Drama;NoTags
Alexander Nevsky (Aleksandr Nevskiy) (1938);Action|Drama|War;NoTags
Jason and the Argonauts (1963);Action|Adventure|Fantasy;NoTags
Tinker, Tailor, Soldier, Spy (1979);Drama|Thriller;NoTags
Throne of Blood (Kumonosu jô) (1957);Action|Drama|Thriller|War;MacBeth
Best of Youth, The (La meglio gioventù) (2003);Drama;NoTags
Undercurrent (1946);Film-Noir|Thriller;NoTags
Bang, Bang, You're Dead (2002);Drama;NoTags
Twister (1990);Comedy;NoTags
Sniper (1993);Action|Drama;NoTags
Genghis Blues (1999);Documentary;NoTags
"11'09""01 - September 11 (2002)";Drama;terrorism
Parallax View, The (1974);Thriller;In Netflix queue
Warriors, The (1979);Action|Adventure|Crime|Thriller;NoTags
Babylon 5: A Call to Arms (1999);Adventure|Sci-Fi;NoTags
Babylon 5: The River of Souls (1998);Drama|Sci-Fi;NoTags
Babylon 5: Thirdspace (1998);Drama|Sci-Fi;NoTags
True Stories (1986);Comedy|Musical;NoTags
Virgin Spring, The (Jungfrukällan) (1960);Crime|Drama;NoTags
Mogambo (1953);Adventure|Drama|Romance;NoTags
Secret Life of Walter Mitty, The (1947);Comedy|Romance|Thriller;NoTags
Another Thin Man (1939);Comedy|Crime|Drama|Mystery|Romance;Nick and Nora Charles
Thin Man Goes Home, The (1945);Comedy|Crime|Mystery;Nick and Nora Charles
Shadow of the Thin Man (1941);Comedy|Crime|Mystery;Nick and Nora Charles
After the Thin Man (1936);Comedy|Crime|Mystery|Romance;Nick and Nora Charles
Song of the Thin Man (1947);Comedy|Crime|Drama|Musical|Mystery|Romance;Nick and Nora Charles
Love Crazy (1941);Comedy;NoTags
Gunga Din (1939);Adventure|Comedy|War;NoTags
